file_name,hr_file_size,hr_width,hr_height,wr_file_size,wr_width,wr_height
cfr0125_h.jpg,4.4 MB,3608,4055,159.9 KB,444,500
cfr0126_h.jpg,4.1 MB,3600,3694,165.4 KB,487,500
cfr0127_h.jpg,4.1 MB,3792,3600,169.4 KB,500,474
cfr0128_h.jpg,3.5 MB,2278,3600,140.0 KB,316,500
cfr0129_h.jpg,5.1 MB,3600,4289,147.2 KB,419,500
cfr0130_h.jpg,3.4 MB,3600,2338,138.2 KB,500,324
cfr0131_h.jpg,4.7 MB,3600,3135,173.5 KB,500,435
cfr0132_h.jpg,2.9 MB,3600,1953,129.1 KB,500,271
cfr0133_h.jpg,4.1 MB,4080,4127,189.8 KB,494,500
cfr0134_h.jpg,5.1 MB,3746,3600,181.2 KB,500,480
cfr0135_h.jpg,3.9 MB,2580,3600,156.4 KB,358,500
cfr0136_h.jpg,4.4 MB,3600,2849,169.1 KB,500,395
cfr0137_h.jpg,4.4 MB,3159,3600,177.0 KB,438,500
cfr0138_h.jpg,4.2 MB,3600,3235,180.6 KB,500,449
cfr0139_h.jpg,4.8 MB,4792,4080,179.6 KB,500,425
cfr0140_h.jpg,3.5 MB,3600,3105,143.1 KB,500,431
cfr0141_h.jpg,3.0 MB,3600,2584,121.4 KB,500,358
cfr0142_h.jpg,3.8 MB,3245,3600,172.1 KB,450,500
cfr0143_h.jpg,4.1 MB,2795,3600,187.2 KB,388,500
cfr0144_h.jpg,4.5 MB,3600,4293,156.4 KB,419,500
cfr0145_h.jpg,2.9 MB,2716,3900,117.3 KB,348,500
cfr0146_h.jpg,5.0 MB,3600,4073,181.1 KB,441,500
cfr0147_h.jpg,3.4 MB,3600,3056,161.9 KB,500,424
cfr0148_h.jpg,3.6 MB,3900,3086,133.8 KB,500,395
cfr0149_h.jpg,5.1 MB,5441,4420,172.0 KB,500,406
cfr0150_h.jpg,3.4 MB,3895,2700,129.8 KB,500,346
cfr0151_h.jpg,6.2 MB,4080,3457,197.1 KB,500,423
cfr0152_h.jpg,4.1 MB,3106,3806,155.2 KB,408,500
cfr0153_h.jpg,3.0 MB,3600,2751,145.3 KB,500,382
cfr0154_h.jpg,4.2 MB,3600,2750,159.7 KB,500,381
cfr0155_h.jpg,4.8 MB,2754,3900,130.9 KB,353,500
cfr0156_h.jpg,3.7 MB,3600,2753,147.6 KB,500,382
cfr0157_h.jpg,2.4 MB,1887,3600,105.4 KB,262,500
cfr0158_h.jpg,2.8 MB,3900,1759,105.5 KB,500,225
cfr0159_h.jpg,4.3 MB,4200,3339,152.8 KB,500,397
cfr0160_h.jpg,3.6 MB,3900,2341,150.2 KB,500,300
cfr0161_h.jpg,2.7 MB,3900,2460,109.8 KB,500,315
cfr0162_h.jpg,4.5 MB,3874,3600,159.0 KB,500,464
cfr0163_h.jpg,2.8 MB,2871,3900,118.1 KB,368,500
cfr0164_t.jpg,134.6 KB,743,933,62.5 KB,398,500
cfr0165_t.jpg,170.3 KB,777,959,72.1 KB,405,500
cfr0166_t.jpg,204.7 KB,1039,975,83.2 KB,500,469
cfr0167_t.jpg,198.3 KB,1028,1147,65.7 KB,448,500
cfr0168_t.jpg,218.1 KB,998,1245,63.3 KB,400,500
cfr0169_t.jpg,251.2 KB,900,964,102.3 KB,466,500
cfr0170_t.jpg,174.3 KB,786,1024,65.9 KB,383,500
cfr0171_t.jpg,289.8 KB,769,1130,93.7 KB,340,500
cfr0172_t.jpg,194.7 KB,904,948,86.3 KB,476,500
cfr0173_t.jpg,131.7 KB,859,1022,55.8 KB,420,500
cfr0174_t.jpg,188.2 KB,393,1013,73.5 KB,193,500
cfr0175_t.jpg,280.2 KB,687,932,115.7 KB,368,500
cfr0176_t.jpg,295.1 KB,767,1050,103.0 KB,365,500
cfr0177_t.jpg,175.5 KB,798,915,76.3 KB,436,500
cfr0178_t.jpg,175.0 KB,792,902,80.5 KB,439,500
cfr0179_t.jpg,307.0 KB,1012,934,118.2 KB,500,461
cfr0180_t.jpg,301.4 KB,1054,949,113.5 KB,500,450
cfr0181_t.jpg,314.1 KB,989,1098,110.9 KB,450,500
cfr0182_t.jpg,246.3 KB,981,916,103.9 KB,500,466
cfr0183_t.jpg,253.0 KB,782,919,116.1 KB,425,500
cfr0184_t.jpg,165.6 KB,979,1029,65.0 KB,475,500
cfr0185_t.jpg,159.5 KB,889,882,74.1 KB,500,496
cfr0186_t.jpg,159.8 KB,704,995,66.7 KB,353,500
cfr0187_t.jpg,187.1 KB,584,995,77.5 KB,293,500
cfr0188_t.jpg,311.2 KB,839,953,133.3 KB,440,500
cfr0189_t.jpg,238.3 KB,648,945,104.8 KB,342,500
cfr0190_t.jpg,221.8 KB,942,909,96.4 KB,500,482
cfr0191_t.jpg,287.8 KB,1019,898,114.9 KB,500,440
cfr0192_t.jpg,169.3 KB,999,1021,65.5 KB,489,500
cfr0193_t.jpg,182.4 KB,1028,1020,78.9 KB,500,496
cfr0194_t.jpg,192.0 KB,849,977,81.4 KB,434,500
cfr0195_t.jpg,160.7 KB,1028,1021,59.0 KB,500,496
cfr0196_t.jpg,244.0 KB,955,1010,95.9 KB,472,500
cfr0197_t.jpg,198.0 KB,955,748,78.3 KB,500,391
cfr0198_t.jpg,136.7 KB,934,763,61.0 KB,500,408
cfr0199_t.jpg,261.8 KB,1128,914,85.4 KB,500,405
cfr0200_t.jpg,145.1 KB,919,437,63.4 KB,500,237
cfr0201_t.jpg,112.1 KB,949,580,47.7 KB,500,305
cfr0202_t.jpg,266.7 KB,943,710,112.1 KB,500,376
cfr0203_t.jpg,249.1 KB,1135,787,79.6 KB,500,346
cfr0204_t.jpg,282.6 KB,978,922,118.5 KB,500,471
cfr0205_t.jpg,233.2 KB,922,871,107.7 KB,500,472
cfr0206_t.jpg,219.8 KB,951,709,91.5 KB,500,372
cfr0207_t.jpg,222.5 KB,936,746,95.0 KB,500,398
cfr0208_t.jpg,293.5 KB,1185,760,93.1 KB,500,320
cfr0209_t.jpg,219.2 KB,966,966,97.2 KB,500,500
cfr0210_t.jpg,334.5 KB,897,962,140.2 KB,466,500
cfr0211_t.jpg,262.8 KB,1135,620,82.9 KB,500,273
cfr0212_t.jpg,170.1 KB,886,886,84.0 KB,500,500
cfr0213_t.jpg,274.6 KB,910,852,128.1 KB,500,468
cfr0214_t.jpg,228.1 KB,1136,859,76.8 KB,500,378
cfr0215_t.jpg,240.1 KB,962,957,104.1 KB,500,497
cfr0216_t.jpg,176.3 KB,922,922,77.8 KB,500,500
cfr0217_t.jpg,265.2 KB,1242,780,79.2 KB,500,314
cfr0218_t.jpg,152.9 KB,887,730,75.0 KB,500,411
cfr0219_t.jpg,173.8 KB,1028,749,67.3 KB,500,364
cfr0220_t.jpg,201.4 KB,1028,749,82.1 KB,500,364
cfr0221_t.jpg,195.2 KB,892,892,91.9 KB,499,500
cfr0222_t.jpg,257.3 KB,981,981,107.0 KB,499,500
cfr0223_t.jpg,233.7 KB,1027,1027,85.1 KB,500,500
cfr0224_t.jpg,172.5 KB,870,891,80.1 KB,488,500
cfr0225_t.jpg,157.4 KB,1027,1027,58.9 KB,500,500
cfr0226_t.jpg,155.0 KB,892,901,73.2 KB,495,500
cfr0227_t.jpg,209.6 KB,960,915,95.9 KB,500,476
cfr0228_t.jpg,210.9 KB,895,895,107.3 KB,499,500
cfr0229_t.jpg,153.7 KB,878,879,74.5 KB,499,500
cfr0230_t.jpg,140.6 KB,963,848,59.4 KB,500,440
cfr0231_t.jpg,152.2 KB,896,757,72.8 KB,500,422
cfr0232_t.jpg,235.8 KB,1146,807,76.8 KB,500,352
cfr0233_t.jpg,240.6 KB,954,954,105.0 KB,500,500
cfr0234_t.jpg,245.8 KB,1156,651,79.8 KB,500,281
cfr0235_t.jpg,199.6 KB,889,897,93.8 KB,495,500
cfr0236_t.jpg,110.8 KB,883,877,53.2 KB,500,496
cfr0237_t.jpg,194.3 KB,1073,984,73.2 KB,500,458
cfr0238_t.jpg,211.0 KB,909,910,88.6 KB,499,500
cfr0239_h.jpg,5.8 MB,3688,2828,169.2 KB,500,383
cfr0240_h.jpg,7.0 MB,3744,3816,178.6 KB,490,500
cfr0241_h.jpg,6.4 MB,4116,4116,181.9 KB,500,500
cfr0242_h.jpg,3.0 MB,3760,2140,107.3 KB,500,284
cfr0243_h.jpg,2.2 MB,3100,3884,116.4 KB,399,500
cfr0244_h.jpg,7.2 MB,3424,3620,217.4 KB,472,500
cfr0245_h.jpg,5.4 MB,3348,3780,158.3 KB,442,500
cfr0246_h.jpg,7.2 MB,3600,4768,152.1 KB,377,500
cfr0247_h.jpg,4.4 MB,3020,3700,159.4 KB,408,500
cfr0248_h.jpg,8.7 MB,4488,5164,154.5 KB,434,500
cfr0249_h.jpg,4.3 MB,4016,2648,110.1 KB,500,329
cfr0250_h.jpg,4.9 MB,3684,3660,164.6 KB,500,496
cfr0251_h.jpg,5.7 MB,4342,3020,138.7 KB,500,347
cfr0252_h.jpg,7.6 MB,4207,3840,168.1 KB,500,456
cfr0253_h.jpg,4.4 MB,3204,3828,131.6 KB,418,500
cfr0254_h.jpg,4.5 MB,3298,3636,142.9 KB,453,500
cfr0255_h.jpg,3.6 MB,3928,2380,113.4 KB,500,302
cfr0256_h.jpg,3.4 MB,2318,3618,122.4 KB,320,500
cfr0257_h.jpg,5.5 MB,3840,3192,156.2 KB,500,415
cfr0258_h.jpg,4.1 MB,4016,2748,115.5 KB,500,342
cfr0259_h.jpg,2.4 MB,3532,3755,133.9 KB,470,500
cfr0260_h.jpg,4.9 MB,3072,3720,132.5 KB,412,500
cfr0261_h.jpg,5.6 MB,3504,3732,172.8 KB,469,500
cfr0262_h.jpg,2.6 MB,4098,3204,127.7 KB,500,390
cfr0263_h.jpg,5.8 MB,3896,3292,142.6 KB,500,422
cfr0264_t.jpg,661.4 KB,713,896,260.3 KB,397,500
cfr0265_t.jpg,130.8 KB,644,880,56.7 KB,365,500
cfr0266_t.jpg,134.2 KB,776,904,56.6 KB,429,500
cfr0267_t.jpg,245.4 KB,810,1030,79.1 KB,393,500
cfr0268_t.jpg,188.5 KB,752,990,66.3 KB,379,500
cfr0269_t.jpg,206.8 KB,732,1036,70.0 KB,353,500
cfr0270_t.jpg,239.1 KB,814,1038,77.6 KB,392,500
cfr0271_t.jpg,414.9 KB,908,911,169.5 KB,498,500
cfr0272_t.jpg,188.4 KB,814,1028,61.0 KB,395,500
cfr0273_t.jpg,215.2 KB,818,1100,65.9 KB,371,500
cfr0274_t.jpg,293.6 KB,1169,808,81.7 KB,500,345
cfr0275_t.jpg,237.7 KB,854,1044,77.0 KB,409,500
cfr0276_t.jpg,389.6 KB,1310,833,86.3 KB,500,317
cfr0277_t.jpg,179.7 KB,782,1108,53.9 KB,352,500
cfr0278_t.jpg,409.4 KB,978,974,143.9 KB,500,497
cfr0279_t.jpg,318.6 KB,841,889,131.4 KB,473,500
cfr0280_t.jpg,181.9 KB,789,930,74.4 KB,424,500
cfr0281_t.jpg,256.2 KB,800,966,101.7 KB,414,500
cfr0282_t.jpg,169.0 KB,728,1020,63.9 KB,356,500
cfr0283_t.jpg,314.4 KB,1009,912,118.7 KB,500,451
cfr0284_t.jpg,281.4 KB,998,1053,108.3 KB,473,500
cfr0285_t.jpg,162.5 KB,672,902,66.6 KB,372,500
cfr0286_t.jpg,718.3 KB,1276,1867,104.4 KB,341,500
cfr0287_t.jpg,979.5 KB,1586,1908,145.6 KB,415,500
cfr0288_t.jpg,1.2 MB,1779,1834,184.3 KB,485,500
cfr0289_h.jpg,20.4 MB,5100,6000,215.9 KB,425,500
cfr0290_h.jpg,18.1 MB,4500,6000,184.7 KB,375,500
cfr0291_h.jpg,22.0 MB,4500,6000,174.3 KB,375,500
cfr0292_h.jpg,17.2 MB,4500,6000,189.2 KB,375,500
cfr0293_h.jpg,20.0 MB,4500,6000,201.4 KB,375,500
cfr0294_h.jpg,17.6 MB,4500,6000,195.2 KB,375,500
cfr0295_h.jpg,22.5 MB,5100,6000,228.7 KB,425,500
cfr0296_h.jpg,14.3 MB,4500,6000,166.2 KB,375,500
cfr0297_h.jpg,20.6 MB,4500,6000,183.9 KB,375,500
cfr0298_h.jpg,18.4 MB,4500,6000,192.1 KB,375,500
cfr0299_h.jpg,18.6 MB,4916,6000,197.6 KB,409,500
cfr0300_h.jpg,15.2 MB,4500,6000,170.1 KB,375,500
cfr0301_t.jpg,342.1 KB,2016,1109,64.2 KB,500,275
cfr0302_t.jpg,307.2 KB,1492,1262,80.6 KB,500,422
cfr0303_t.jpg,233.1 KB,1466,1212,60.3 KB,500,413
cfr0304_t.jpg,164.0 KB,1639,1444,35.8 KB,500,440
cfr0305_t.jpg,295.4 KB,1656,1549,64.5 KB,500,467
cfr0306_t.jpg,248.1 KB,1182,1182,76.1 KB,500,500
cfr0307_t.jpg,289.4 KB,1313,1194,86.7 KB,500,454
cfr0308_t.jpg,438.1 KB,1487,1436,111.8 KB,500,482
cfr0309_t.jpg,370.3 KB,1722,1630,84.0 KB,500,473
cfr0310_t.jpg,310.8 KB,1500,1381,74.1 KB,500,460
cfr0311_t.jpg,300.6 KB,1251,1102,96.1 KB,500,440
cfr0312_t.jpg,214.8 KB,1192,1192,74.1 KB,500,500
cfr0313_t.jpg,258.8 KB,1198,1367,63.4 KB,438,500
cfr0314_t.jpg,317.9 KB,1156,2044,58.2 KB,282,500
cfr0315_h.jpg,6.9 MB,6416,7571,165.7 KB,423,500
cfr0316_h.jpg,2.2 MB,4500,7091,55.6 KB,317,500
cfr0317_h.jpg,1.5 MB,4500,7091,45.0 KB,317,500
cfr0318_h.jpg,2.3 MB,4800,7500,45.7 KB,320,500
cfr0319_h.jpg,1.5 MB,4500,7211,36.4 KB,312,500
cfr0320_h.jpg,2.1 MB,5255,6000,81.3 KB,437,500
cfr0321_h.jpg,1.4 MB,5255,6000,55.5 KB,437,500
cfr0322_h.jpg,2.4 MB,4510,7279,82.5 KB,309,500
cfr0323_h.jpg,1.6 MB,4500,7279,59.1 KB,309,500
cfr0324_h.jpg,1.8 MB,4500,7476,39.6 KB,300,500
cfr0325_h.jpg,1.2 MB,4500,7476,29.4 KB,300,500
cfr0326_h.jpg,2.0 MB,5279,6000,119.2 KB,439,500
cfr0327_h.jpg,1.4 MB,5278,6000,79.2 KB,439,500
cfr0328_h.jpg,1.6 MB,4500,6134,58.5 KB,366,500
cfr0329_h.jpg,1.1 MB,4500,6134,46.8 KB,366,500
cfr0330_h.jpg,2.0 MB,5354,6000,92.1 KB,446,500
cfr0331_h.jpg,1.4 MB,5354,6000,70.9 KB,446,500
cfr0332_h.jpg,2.4 MB,4500,6296,92.6 KB,357,500
cfr0333_h.jpg,1.9 MB,4500,6296,79.1 KB,357,500
cfr0334_h.jpg,2.3 MB,5349,6000,86.8 KB,445,500
cfr0335_h.jpg,1.5 MB,5349,6000,61.7 KB,445,500
cfr0336_h.jpg,1.8 MB,4500,6331,55.3 KB,355,500
cfr0337_h.jpg,1.2 MB,4500,6331,38.9 KB,355,500
cfr0338_h.jpg,2.8 MB,6000,5504,111.2 KB,500,458
cfr0339_h.jpg,1.8 MB,6000,5418,83.9 KB,500,451
cfr0340_h.jpg,3.1 MB,5855,6056,121.2 KB,483,500
cfr0341_h.jpg,2.1 MB,5855,6056,94.4 KB,483,500
cfr0342_h.jpg,2.1 MB,4500,7000,67.9 KB,321,500
cfr0343_h.jpg,1.3 MB,4500,7000,43.8 KB,321,500
cfr0344_h.jpg,1.6 MB,6000,5336,67.0 KB,500,444
cfr0345_h.jpg,1.2 MB,6000,5336,49.6 KB,500,444
cfr0346_h.jpg,2.4 MB,4500,8450,63.8 KB,266,500
cfr0347_h.jpg,1.8 MB,4500,8450,50.8 KB,266,500
cfr0348_h.jpg,3.8 MB,6000,5712,123.5 KB,500,476
cfr0349_h.jpg,2.4 MB,6000,5712,87.2 KB,500,476
cfr0350_h.jpg,2.2 MB,5373,6000,73.9 KB,447,500
cfr0351_h.jpg,1.4 MB,5373,6000,54.5 KB,447,500
cfr0352_h.jpg,3.0 MB,4500,8426,75.3 KB,267,500
cfr0353_h.jpg,2.0 MB,4500,8426,57.1 KB,267,500
cfr0354_h.jpg,2.3 MB,4500,6603,68.3 KB,340,500
cfr0355_h.jpg,1.6 MB,4500,6603,50.8 KB,340,500
cfr0356_h.jpg,2.0 MB,7656,4500,65.5 KB,500,293
cfr0357_h.jpg,1.5 MB,7656,4500,52.6 KB,500,293
cfr0358_h.jpg,2.5 MB,6000,4955,137.7 KB,500,412
cfr0359_h.jpg,1.5 MB,6000,4725,86.0 KB,500,393
cfr0360_h.jpg,2.3 MB,7103,4500,72.6 KB,500,316
cfr0361_h.jpg,1.5 MB,7261,4500,50.8 KB,500,309
cfr0362_h.jpg,2.1 MB,4500,7414,58.5 KB,303,500
cfr0363_h.jpg,1.4 MB,4500,7414,44.6 KB,303,500
cfr0364_h.jpg,1.9 MB,6000,5741,91.4 KB,500,478
cfr0365_h.jpg,1.3 MB,6000,5556,65.6 KB,500,463
cfr0366_h.jpg,2.1 MB,4245,7671,39.3 KB,276,500
cfr0367_h.jpg,1.4 MB,4245,7671,31.9 KB,276,500
cfr0368_h.jpg,1.9 MB,5383,6000,68.0 KB,448,500
cfr0369_h.jpg,1.3 MB,5383,6000,50.1 KB,448,500
cfr0370_h.jpg,1.7 MB,5100,6306,56.1 KB,404,500
cfr0371_h.jpg,1.3 MB,4800,6306,45.0 KB,380,500
cfr0372_h.jpg,2.1 MB,4767,6000,72.0 KB,397,500
cfr0373_h.jpg,1.4 MB,4767,6000,51.8 KB,397,500
cfr0374_h.jpg,2.0 MB,5123,6000,76.0 KB,426,500
cfr0375_h.jpg,1.3 MB,5123,6000,54.5 KB,426,500
cfr0376_h.jpg,7.4 MB,2700,3895,172.4 KB,346,500
cfr0377_h.jpg,5.5 MB,2700,3600,217.8 KB,375,500
cfr0378_h.jpg,6.1 MB,2700,3600,234.6 KB,375,500
cfr0379_h.jpg,6.2 MB,2700,3600,247.4 KB,375,500
cfr0380_h.jpg,7.7 MB,2700,4243,183.2 KB,318,500
cfr0381_h.jpg,6.0 MB,2700,3600,233.9 KB,375,500
cfr0382_h.jpg,8.5 MB,2700,4065,171.8 KB,332,500
cfr0383_h.jpg,7.1 MB,2700,4089,183.4 KB,330,500
cfr0384_h.jpg,5.9 MB,2700,3600,220.5 KB,375,500
cgo0001_h.jpg,11.5 MB,6897,4500,185.5 KB,500,326
cgo0002_h.jpg,14.2 MB,6000,5995,241.3 KB,500,499
cgo0003_h.jpg,18.6 MB,6000,5010,197.1 KB,500,417
cgo0004_h.jpg,18.4 MB,6793,4500,183.1 KB,500,331
cgo0005_h.jpg,21.6 MB,6000,5962,275.3 KB,500,496
cgo0006_h.jpg,18.7 MB,6000,5029,215.6 KB,500,419
cgo0007_h.jpg,18.2 MB,6000,4754,210.0 KB,500,396
cgo0008_h.jpg,17.4 MB,6101,4500,190.3 KB,500,368
cgo0009_h.jpg,17.3 MB,6000,5010,210.7 KB,500,417
cgo0010_h.jpg,12.9 MB,6918,4500,178.3 KB,500,325
cgo0011_h.jpg,18.2 MB,6068,4500,195.1 KB,500,370
cgo0012_h.jpg,19.8 MB,6236,4500,181.9 KB,500,360
cgo0013_h.jpg,16.3 MB,4500,6000,183.1 KB,375,500
cgo0014_h.jpg,19.3 MB,6000,4598,239.3 KB,500,383
cgo0015_h.jpg,18.6 MB,6065,4500,185.3 KB,500,370
cgo0016_h.jpg,24.5 MB,5779,6000,269.6 KB,481,500
cgo0017_h.jpg,19.8 MB,6000,4512,227.5 KB,500,376
cgo0018_h.jpg,20.2 MB,6232,4500,185.1 KB,500,361
cgo0019_h.jpg,21.7 MB,4918,6000,173.4 KB,409,500
cgo0020_h.jpg,18.9 MB,4602,6000,166.8 KB,383,500
cgo0021_h.jpg,18.1 MB,6000,4504,167.8 KB,500,375
cgo0022_h.jpg,19.6 MB,6242,4600,200.5 KB,500,368
cgo0023_h.jpg,20.6 MB,6210,4607,178.8 KB,500,370
cgo0024_h.jpg,15.5 MB,4500,6061,160.9 KB,371,500
cgo0025_h.jpg,19.2 MB,6035,4500,188.6 KB,500,372
cgo0026_h.jpg,15.3 MB,6222,4500,157.7 KB,500,361
cgo0027_h.jpg,19.6 MB,4813,6000,205.8 KB,401,500
cgo0028_h.jpg,18.0 MB,6302,4584,165.4 KB,500,363
cgo0029_h.jpg,19.9 MB,6219,4500,189.0 KB,500,361
cgo0030_h.jpg,13.8 MB,4650,6000,112.2 KB,387,500
cha0001_t.jpg,415.1 KB,1111,1403,99.8 KB,395,500
cha0002_t.jpg,416.8 KB,2135,1093,62.7 KB,500,255
cha0003_t.jpg,295.5 KB,1193,1758,47.1 KB,339,500
cha0004_t.jpg,283.9 KB,1680,1283,64.3 KB,500,381
cha0005_t.jpg,352.5 KB,1443,1537,84.0 KB,469,500
cha0006_t.jpg,292.1 KB,1696,1219,67.2 KB,500,359
cha0007_t.jpg,397.5 KB,1607,1433,87.4 KB,500,445
cha0008_t.jpg,551.3 KB,1388,1661,82.4 KB,417,500
cha0009_t.jpg,309.7 KB,1581,1517,77.0 KB,500,479
cha0010_t.jpg,307.9 KB,1489,1171,70.3 KB,500,393
cha0011_t.jpg,218.9 KB,1616,1323,46.5 KB,500,409
cha0012_t.jpg,341.2 KB,1658,1128,70.7 KB,500,340
cha0013_t.jpg,349.0 KB,1491,968,73.1 KB,500,324
cha0014_t.jpg,374.7 KB,1550,1009,88.7 KB,500,325
cha0015_t.jpg,510.3 KB,1534,1534,120.8 KB,500,500
cha0016_t.jpg,379.5 KB,1491,1491,99.1 KB,500,500
cha0017_t.jpg,350.4 KB,1526,1654,73.2 KB,461,500
cha0018_t.jpg,404.6 KB,1475,1478,96.5 KB,498,500
cha0019_t.jpg,377.6 KB,1720,1165,77.4 KB,500,338
cha0020_t.jpg,354.2 KB,1385,1384,95.3 KB,500,499
cha0021_t.jpg,448.8 KB,1747,1206,90.1 KB,500,345
cha0022_t.jpg,402.9 KB,1581,1068,86.4 KB,500,337
cha0023_t.jpg,714.2 KB,1405,1870,112.7 KB,375,500
cha0024_t.jpg,529.0 KB,1366,1576,115.9 KB,433,500
cha0025_t.jpg,436.9 KB,1528,1487,88.4 KB,500,486
cha0026_t.jpg,477.1 KB,1518,1396,87.2 KB,500,459
cha0027_t.jpg,500.4 KB,1858,1331,83.3 KB,500,358
cha0028_t.jpg,361.1 KB,1412,1449,81.8 KB,487,500
cha0029_t.jpg,318.8 KB,1438,1553,72.8 KB,462,500
cha0030_t.jpg,343.8 KB,1679,1423,72.9 KB,500,423
cha0031_t.jpg,485.1 KB,1794,1677,83.4 KB,500,467
cha0032_t.jpg,443.8 KB,1619,1670,76.5 KB,484,500
cha0033_t.jpg,458.7 KB,1637,1391,81.2 KB,500,424
cha0034_t.jpg,465.2 KB,1408,1514,113.9 KB,464,500
cha0035_t.jpg,260.0 KB,1759,1143,52.5 KB,500,324
cha0036_t.jpg,435.2 KB,2016,1091,66.2 KB,500,270
cha0037_t.jpg,369.2 KB,1698,1223,82.0 KB,500,360
cha0038_t.jpg,259.7 KB,1024,1482,61.2 KB,345,500
cha0039_t.jpg,395.0 KB,1866,1216,71.5 KB,500,325
cha0040_t.jpg,494.7 KB,1306,1696,92.5 KB,385,500
cha0041_t.jpg,568.3 KB,2416,1187,68.0 KB,500,245
cha0042_t.jpg,294.5 KB,1214,1417,79.0 KB,428,500
cha0043_t.jpg,455.8 KB,1603,1602,97.4 KB,500,499
cha0044_t.jpg,399.5 KB,1995,1188,65.2 KB,500,297
cha0045_t.jpg,488.5 KB,1566,1495,113.4 KB,500,477
cha0046_t.jpg,632.1 KB,1486,1682,116.6 KB,441,500
cha0047_t.jpg,468.4 KB,1354,1377,123.5 KB,491,500
cha0048_t.jpg,235.2 KB,1621,1235,54.9 KB,500,380
cha0049_t.jpg,449.6 KB,1348,1603,94.6 KB,420,500
cha0050_t.jpg,281.1 KB,1472,1169,72.0 KB,500,397
cha0051_t.jpg,394.2 KB,818,1550,79.2 KB,263,500
chi0001_h.jpg,2.7 MB,6319,6319,138.7 KB,500,500
chi0002_h.jpg,2.8 MB,6496,6496,140.7 KB,500,500
chi0003_h.jpg,1.8 MB,3580,6300,93.1 KB,284,500
chi0004_h.jpg,3.0 MB,6279,6279,137.1 KB,500,500
chi0005_h.jpg,2.7 MB,5800,6900,105.0 KB,420,500
chi0006_h.jpg,2.6 MB,6100,6500,107.8 KB,469,500
chi0007_h.jpg,2.6 MB,6700,6100,113.7 KB,500,455
chi0008_h.jpg,2.1 MB,4600,6700,94.5 KB,343,500
chi0009_h.jpg,1.3 MB,2900,6300,68.3 KB,230,500
chi0010_h.jpg,2.0 MB,4300,6500,101.7 KB,330,500
chi0011_h.jpg,1.8 MB,3800,6200,97.2 KB,306,500
cho0001_h.jpg,4.1 MB,4500,6739,117.4 KB,333,500
cho0002_h.jpg,1.6 MB,5376,6000,69.4 KB,448,500
cho0003_h.jpg,2.2 MB,5064,6000,81.8 KB,422,500
cho0004_h.jpg,2.1 MB,5318,6000,82.4 KB,443,500
cho0005_h.jpg,1.9 MB,6000,4616,89.7 KB,500,384
cho0006_h.jpg,2.1 MB,4991,6000,73.7 KB,415,500
cho0007_h.jpg,2.5 MB,4500,6755,99.5 KB,333,500
cho0008_h.jpg,1.9 MB,4905,6000,82.1 KB,408,500
cho0009_h.jpg,5.0 MB,6000,6000,116.0 KB,500,500
cho0010_h.jpg,7.2 MB,4687,6000,137.7 KB,390,500
cho0011_h.jpg,3.7 MB,4673,6000,95.9 KB,389,500
cho0012_h.jpg,3.9 MB,4714,6000,115.7 KB,392,500
cho0013_h.jpg,3.5 MB,4500,6485,94.1 KB,346,500
cho0014_h.jpg,32.2 MB,4710,6000,194.6 KB,392,500
cho0015_h.jpg,25.2 MB,4714,6000,170.2 KB,392,500
cho0016_h.jpg,30.2 MB,4734,6000,198.0 KB,394,500
cho0017_h.jpg,2.6 MB,6000,5247,83.0 KB,500,437
cho0018_h.jpg,5.8 MB,4500,6000,139.3 KB,375,500
cho0019_h.jpg,3.5 MB,6000,6000,95.9 KB,500,500
cho0020_h.jpg,2.9 MB,6000,6000,87.7 KB,500,500
cho0021_h.jpg,2.1 MB,4500,6348,74.8 KB,354,500
cho0022_h.jpg,3.4 MB,4500,6029,97.8 KB,373,500
cho0023_h.jpg,5.0 MB,6000,6000,133.0 KB,500,500
cho0024_h.jpg,2.2 MB,4500,6000,72.3 KB,375,500
cho0025_h.jpg,4.0 MB,6000,6000,102.0 KB,500,500
cho0026_h.jpg,3.7 MB,6000,4780,113.5 KB,500,398
cho0027_h.jpg,4.7 MB,4500,6000,126.2 KB,375,500
cho0028_h.jpg,4.6 MB,6000,6000,153.9 KB,500,500
cho0028_s.jpg,3.6 MB,4950,6180,115.2 KB,400,500
cho0029_s.jpg,3.3 MB,4800,6000,95.3 KB,400,500
cho0030_s.jpg,12.2 MB,6750,4500,118.3 KB,500,333
cho0031_s.jpg,3.1 MB,4800,6220,84.2 KB,385,500
cho0032_s.jpg,1.7 MB,4800,7200,37.6 KB,333,500
cho0033_s.jpg,10.7 MB,4500,6750,170.9 KB,333,500
cho0034_s.jpg,3.5 MB,6000,6258,123.6 KB,479,500
cho0035_s.jpg,16.3 MB,4500,6299,1014.0 KB,357,500
cho0036_s.jpg,3.9 MB,4800,6109,88.4 KB,392,500
cho0037_s.jpg,3.7 MB,4800,6109,112.0 KB,392,500
cho0038_s.jpg,2.7 MB,4800,6000,100.1 KB,400,500
cho0039_s.jpg,8.9 MB,4800,6109,188.2 KB,392,500
cho0040_s.jpg,1.5 MB,4800,6000,64.0 KB,400,500
cho0041_s.jpg,1.8 MB,6000,5332,78.9 KB,500,444
