Id	Fot	Inv	Dt	Client	Fee	Comm	Conv	Pd Y/N?	Text	Size	Place	Restrict Y/N?	GL Acct
AAV0001	AAV	101784	9/30/2011	PUBPER00	99.3	35	1	Y		0	0	0	41201
AAV0002	AAV	102399	6/30/2014	ALAMYL00	7.5	35	1	Y		0	0	0	41201
AAV0005	AAV	101621	1/31/2011	CORBIS00	8.31	35	1	Y		8	0	0	41201
AAV0006	AAV	101699	12/31/2010	10408600	0.93	35	1	Y		0	0	0	41201
AAV0006	AAV	101700	12/31/2010	10408600	3.13	35	1	Y		0	0	0	41201
AAV0006	AAV	101701	12/31/2010	10408600	2.04	35	1	Y		0	0	0	41201
AAV0006	AAV	101898	3/31/2012	CORBIS00	12.22	35	1	Y		0	0	0	41201
AAV0006	AAV	102532	2/28/2015	CORBIS00	33.75	35	1	Y		0	0	0	41201
AAV0006	AAV	102561	6/30/2015	GETIMA00	0.58	35	1	Y		0	0	0	41201
AAV0007	AAV	101599	12/31/2010	IMAGES00	1.65	35	1	Y		8	0	0	41201
AAV0007	AAV	101624	1/31/2011	IMAGES00	7.17	35	1	Y		8	0	0	41201
AAV0007	AAV	101698	12/31/2010	10408600	0.55	35	1	Y		0	0	0	41201
AAV0007	AAV	101699	12/31/2010	10408600	22.29	35	1	Y		0	0	0	41201
AAV0007	AAV	101699	12/31/2010	10408600	8.74	35	1	Y		0	0	0	41201
AAV0007	AAV	102031	10/31/2012	GETIMA00	9.36	35	1	Y		0	0	0	41201
AAV0009	AAV	101699	12/31/2010	10408600	4.13	35	1	Y		0	0	0	41201
AAV0011	AAV	101697	12/31/2010	10408600	15.63	35	1	Y		0	0	0	41201
AAV0011	AAV	101904	4/30/2012	AGEFOT00	62.5	35	1	N		0	0	0	41201
AAV0012	AAV	101898	3/31/2012	CORBIS00	8.24	35	1	Y		0	0	0	41201
AAV0013	AAV	102007	9/30/2012	CORBIS00	2.22	35	1	Y		0	0	0	41201
AAV0013	AAV	102211	7/31/2013	MASFIL00	105.91	35	1	Y		0	0	0	41201
AAV0013	AAV	102340	2/28/2014	GETIMA00	47.77201	35	1	Y		0	0	0	41201
AAV0013	AAV	102482	1/31/2015	ALAMYL00	11.58	35	1	Y		0	0	0	41201
AAV0014	AAV	101652	2/28/2011	CORBIS00	28.8	35	1	Y		8	0	0	41201
AAV0014	AAV	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
AAV0014	AAV	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
AAV0015	AAV	101697	12/31/2010	10408600	3	35	1	Y		0	0	0	41201
AAV0016	AAV	102533	4/30/2015	CORBIS00	96.5	35	1	Y		0	0	0	41201
AAV0019	AAV	101701	12/31/2010	10408600	6.13	35	1	Y		0	0	0	41201
AAV0019	AAV	101784	9/30/2011	PUBPER00	99.3	35	1	Y		0	0	0	41201
ABA0001	ABA	101867	1/31/2012	GETIMA00	12.48	35	1	Y		0	0	0	41201
ABA0001	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0003	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0005	ABA	101530	9/30/2010	GETIMA00	65	35	1	Y		8	0	0	41201
ABA0005	ABA	101530	9/30/2010	GETIMA00	4.83	35	1	Y		8	0	0	41201
ABA0005	ABA	101805	10/31/2011	CORBIS00	1.5	35	1	Y		0	0	0	41201
ABA0005	ABA	101814	10/31/2011	GETIMA00	2.71	35	1	Y		0	0	0	41201
ABA0005	ABA	101900	3/31/2012	GETIMA00	6.89	35	1	Y		0	0	0	41201
ABA0005	ABA	101900	3/31/2012	GETIMA00	6.89	35	1	Y		0	0	0	41201
ABA0005	ABA	101900	3/31/2012	GETIMA00	6.89	35	1	Y		0	0	0	41201
ABA0005	ABA	101935	5/31/2012	IMAGES00	3.34	35	1	Y		0	0	0	41201
ABA0005	ABA	101974	7/31/2012	GETIMA00	13.81	35	1	Y		0	0	0	41201
ABA0005	ABA	102007	9/30/2012	CORBIS00	2.45	35	1	Y		0	0	0	41201
ABA0005	ABA	102559	6/30/2015	CORBIS00	1.18	35	1	Y		0	0	0	41201
ABA0005	ABA	102596	10/31/2015	CORBIS00	58.03	35	1	Y		0	0	0	41201
ABA0006	ABA	101814	10/31/2011	GETIMA00	2.71	35	1	Y		0	0	0	41201
ABA0006	ABA	102159	4/30/2013	GETIMA00	15.08	35	1	Y		0	0	0	41201
ABA0006	ABA	102396	6/30/2014	CORBIS00	1.39	35	1	Y		0	0	0	41201
ABA0007	ABA	101484	7/31/2010	GETIMA00	81.17	35	1	Y		8	0	0	41201
ABA0007	ABA	101579	11/30/2010	GETIMA00	29.34	35	1	Y		8	0	0	41201
ABA0007	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0007	ABA	102299	11/30/2013	GETIMA00	4.18	35	1	N		0	0	0	41201
ABA0009	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0009	ABA	102350	3/31/2014	GETIMA00	6.78111	35	1	Y		0	0	0	41201
ABA0010	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0010	ABA	101918	4/30/2012	GETIMA00	2.14	35	1	Y		0	0	0	41201
ABA0011	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0011	ABA	102007	9/30/2012	CORBIS00	29.31	35	1	Y		0	0	0	41201
ABA0011	ABA	102007	9/30/2012	CORBIS00	29.31	35	1	Y		0	0	0	41201
ABA0011	ABA	102028	10/31/2012	CORBIS00	-29.31	35	1	Y		0	0	0	41201
ABA0011	ABA	102028	10/31/2012	CORBIS00	29.57	35	1	Y		0	0	0	41201
ABA0011	ABA	102240	8/31/2013	CORBIS00	-29.31	35	1	Y		0	0	0	41201
ABA0011	ABA	102240	8/31/2013	CORBIS00	30.38	35	1	Y		0	0	0	41201
ABA0012	ABA	101484	7/31/2010	GETIMA00	81.17	35	1	Y		8	0	0	41201
ABA0012	ABA	101551	10/31/2010	GETIMA00	58.5	35	1	Y		8	0	0	41201
ABA0012	ABA	101781	8/31/2011	GETIMA00	25.51	35	1	Y		0	0	0	41201
ABA0012	ABA	101849	12/31/2011	GETIMA00	18.72	35	1	Y		0	0	0	41201
ABA0012	ABA	101851	12/31/2011	IMAGES00	3.52	35	1	Y		0	0	0	41201
ABA0012	ABA	101879	2/29/2012	CORBIS00	6.21	35	1	Y		0	0	0	41201
ABA0012	ABA	102405	7/31/2014	CORBIS00	22.31	35	1	Y		0	0	0	41201
ABA0013	ABA	101879	2/29/2012	CORBIS00	6.21	35	1	Y		0	0	0	41201
ABA0013	ABA	102340	2/28/2014	GETIMA00	95.43806	35	1	Y		0	0	0	41201
ABA0013	ABA	102364	4/30/2014	GETIMA00	58.75	35	1	Y		0	0	0	41201
ABA0015	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0017	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0018	ABA	101530	9/30/2010	GETIMA00	7	35	1	Y		8	0	0	41201
ABA0018	ABA	101665	3/31/2011	GETIMA00	2.78	35	1	Y		8	0	0	41201
ABA0018	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0019	ABA	101747	6/30/2011	GETIMA00	2.81	35	1	Y		0	0	0	41201
ABA0019	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0019	ABA	102076	12/31/2012	GETIMA00	5.2	35	1	Y		0	0	0	41201
ABA0020	ABA	101879	2/29/2012	CORBIS00	6.21	35	1	Y		0	0	0	41201
ABA0021	ABA	102345	2/28/2014	ALAMYL00	15	35	1	Y		0	0	0	41201
ABA0023	ABA	101747	6/30/2011	GETIMA00	2.81	35	1	Y		0	0	0	41201
ABA0023	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0023	ABA	102076	12/31/2012	GETIMA00	5.2	35	1	Y		0	0	0	41201
ABA0025	ABA	101879	2/29/2012	CORBIS00	6.22	35	1	Y		0	0	0	41201
ABA0025	ABA	101900	3/31/2012	GETIMA00	45.82	35	1	Y		0	0	0	41201
ABE0007	ABE	102180	5/31/2013	GETIMA00	0.07	50	1	Y		0	0	0	41201
ABE0007	ABE	102222	7/31/2013	GETIMA00	7.566	50	1	Y		0	0	0	41201
ABE0007	ABE	102465	11/30/2014	GETIMA00	3.776	50	1	Y		0	0	0	41201
ABE0008	ABE	101974	7/31/2012	GETIMA00	39	50	1	Y		0	0	0	41201
ABE0008	ABE	101993	8/31/2012	GETIMA00	-39	50	1	Y		0	0	0	41201
ABE0008	ABE	101993	8/31/2012	GETIMA00	39	50	1	Y		0	0	0	41201
ABE0009	ABE	101923	5/31/2012	CORBIS00	23.12	50	1	Y		0	0	0	41201
ABE0010	ABE	102089	1/31/2013	GETIMA00	0.92	50	1	Y		0	0	0	41201
ABE0010	ABE	102180	5/31/2013	GETIMA00	-0.92	50	1	Y		0	0	0	41201
ABE0010	ABE	102180	5/31/2013	GETIMA00	0.92	50	1	Y		0	0	0	41201
ABR0002	ABR	101624	1/31/2011	IMAGES00	0.17	35	1	Y		8	0	0	41201
ABR0002	ABR	101696	12/31/2010	10408600	9.57	35	1	Y		0	0	0	41201
ABR0002	ABR	101720	5/31/2011	10408600	4.71	35	1	Y		0	0	0	41201
ABR0002	ABR	101746	6/30/2011	IMAGES00	43.75	35	1	Y		0	0	0	41201
ABR0002	ABR	101759	7/31/2011	IMAGES00	1.47	35	1	Y		0	0	0	41201
ABR0002	ABR	101920	5/31/2012	SUPSTO00	174.98	35	1	Y		0	0	0	41201
ABR0002	ABR	101992	8/31/2012	CORBIS00	1.5	35	1	Y		0	0	0	41201
ABR0002	ABR	102049	11/30/2012	CORBIS00	1.5	35	1	Y		0	0	0	41201
ABR0002	ABR	102299	11/30/2013	GETIMA00	43.2	35	1	N		0	0	0	41201
ABR0002	ABR	102321	1/31/2014	GETIMA00	57.4	35	1	Y		0	0	0	41201
ABR0002	ABR	102678	11/30/2016	GETIMA00	0.48	35	1	Y		0	0	0	41201
ABR0003	ABR	101697	12/31/2010	10408600	11	35	1	Y		0	0	0	41201
ABR0003	ABR	101697	12/31/2010	10408600	2.78	35	1	Y		0	0	0	41201
ABR0003	ABR	101974	7/31/2012	GETIMA00	0.97	35	1	Y		0	0	0	41201
ABR0003	ABR	101993	8/31/2012	GETIMA00	129.02	35	1	Y		0	0	0	41201
ABR0004	ABR	101720	5/31/2011	10408600	0.54	35	1	Y		0	0	0	41201
ABR0005	ABR	102011	9/30/2012	GETIMA00	4	35	1	Y		0	0	0	41201
ABR0005	ABR	102321	1/31/2014	GETIMA00	4.2	35	1	Y		0	0	0	41201
ABR0007	ABR	101730	5/31/2011	GETIMA00	54	35	1	Y		0	0	0	41201
ABR0007	ABR	101744	6/30/2011	CORBIS00	2.55	35	1	Y		0	0	0	41201
ABR0007	ABR	101867	1/31/2012	GETIMA00	1.14	35	1	Y		0	0	0	41201
ABR0008	ABR	101876	2/29/2012	GETIMA00	2.11	35	1	Y		0	0	0	41201
ABR0008	ABR	101993	8/31/2012	GETIMA00	-2.11	35	1	Y		0	0	0	41201
ABR0008	ABR	102011	9/30/2012	GETIMA00	1.94	35	1	Y		0	0	0	41201
ABR0008	ABR	102028	10/31/2012	CORBIS00	3.66	35	1	Y		0	0	0	41201
ABR0008	ABR	102313	12/31/2013	GETIMA00	0.64	35	1	N		0	0	0	41201
ABR0008	ABR	102413	7/31/2014	GETIMA00	0.64	35	1	Y		0	0	0	41201
ABR0008	ABR	102643	5/30/2016	PUBPER00	8	35	1	N		0	0	0	41201
ABR0009	ABR	102353	3/31/2014	CORBIS00	55.5	35	1	Y		0	0	0	41201
ABR0009	ABR	102580	9/30/2015	CORBIS00	11.73	35	1	N		0	0	0	41201
ABR0010	ABR	101683	4/30/2011	IMAGES00	0.08	35	1	Y		8	0	0	41201
ABR0010	ABR	101746	6/30/2011	IMAGES00	0.08	35	1	Y		0	0	0	41201
ABR0010	ABR	101954	6/30/2012	GETIMA00	110	35	1	Y		0	0	0	41201
ABR0010	ABR	101971	7/31/2012	CORBIS00	78	35	1	Y		0	0	0	41201
ABR0010	ABR	102138	3/31/2013	GETIMA00	49.64	35	1	Y		0	0	0	41201
ABR0010	ABR	102224	7/31/2013	CORBIS00	5.57	35	1	Y		0	0	0	41201
ABR0011	ABR	101971	7/31/2012	CORBIS00	132	35	1	Y		0	0	0	41201
ABR0011	ABR	102108	2/28/2013	CORBIS00	3.7	35	1	Y		0	0	0	41201
ABR0011	ABR	102299	11/30/2013	GETIMA00	2.6	35	1	N		0	0	0	41201
ABR0011	ABR	102405	7/31/2014	CORBIS00	6.3	35	1	Y		0	0	0	41201
ABR0011	ABR	102646	6/30/2016	GETIMA00	13.34	35	1	Y		0	0	0	41201
ABR0012	ABR	101697	12/31/2010	10408600	4.38	35	1	Y		0	0	0	41201
ABR0012	ABR	300283	1/1/2004	10233702	199.95	35	1	Y	Royalty Free Illustration	6	0	0	41201
ABR0013	ABR	102353	3/31/2014	CORBIS00	55.5	35	1	Y		0	0	0	41201
ABR0013	ABR	102425	8/31/2014	GETIMA00	79.8	35	1	Y		0	0	0	41201
ABR0013	ABR	102492	1/31/2015	GETIMA00	1.81557	35	1	Y		0	0	0	41201
ABR0013	ABR	102580	9/30/2015	CORBIS00	11.73	35	1	N		0	0	0	41201
ABR0013	ABR	102630	3/31/2016	GETIMA00	3.76427	35	1	Y		0	0	0	41201
ABR0014	ABR	101992	8/31/2012	CORBIS00	7.8	35	1	Y		0	0	0	41201
ABR0014	ABR	102108	2/28/2013	CORBIS00	12.24	35	1	Y		0	0	0	41201
ABR0014	ABR	102309	11/30/2013	CORBIS00	142.5	35	1	Y		0	0	0	41201
ABR0014	ABR	102353	3/31/2014	CORBIS00	55.5	35	1	Y		0	0	0	41201
ABR0014	ABR	102580	9/30/2015	CORBIS00	11.73	35	1	N		0	0	0	41201
ABR0015	ABR	101936	5/31/2012	GETIMA00	2.08	35	1	Y		0	0	0	41201
ABR0015	ABR	102089	1/31/2013	GETIMA00	1.05	35	1	Y		0	0	0	41201
ABR0015	ABR	102383	5/31/2014	GETIMA00	1.1	35	1	Y		0	0	0	41201
ABR0016	ABR	102309	11/30/2013	CORBIS00	0.95	35	1	Y		0	0	0	41201
ABR0018	ABR	101867	1/31/2012	GETIMA00	1.14	35	1	Y		0	0	0	41201
ABR0019	ABR	101624	1/31/2011	IMAGES00	0.11	35	1	Y		8	0	0	41201
ABR0019	ABR	101683	4/30/2011	IMAGES00	32.5	35	1	Y		8	0	0	41201
ABR0019	ABR	101696	12/31/2010	10408600	31.44	35	1	Y		0	0	0	41201
ABR0019	ABR	101696	12/31/2010	10408600	11	35	1	Y		0	0	0	41201
ABR0019	ABR	101720	5/31/2011	10408600	24.8	35	1	Y		0	0	0	41201
ABR0019	ABR	101720	5/31/2011	10408600	0.72	35	1	Y		0	0	0	41201
ABR0019	ABR	101796	9/30/2011	GETIMA00	9.51	35	1	Y		0	0	0	41201
ABR0019	ABR	101796	9/30/2011	GETIMA00	9.51	35	1	Y		0	0	0	41201
ABR0019	ABR	101817	10/31/2011	IMAGES00	0.08	35	1	Y		0	0	0	41201
ABR0019	ABR	101835	11/30/2011	IMAGES00	0.16	35	1	Y		0	0	0	41201
ABR0019	ABR	101851	12/31/2011	IMAGES00	0.32	35	1	Y		0	0	0	41201
ABR0019	ABR	101863	1/31/2012	IMAGES00	0.16	35	1	Y		0	0	0	41201
ABR0019	ABR	101974	7/31/2012	GETIMA00	4	35	1	Y		0	0	0	41201
ABR0019	ABR	101992	8/31/2012	CORBIS00	2.42	35	1	Y		0	0	0	41201
ABR0019	ABR	102030	10/31/2012	IMAGES00	1.86	35	1	Y		0	0	0	41201
ABR0019	ABR	102137	3/31/2013	IMAGES00	0.45	35	1	Y		0	0	0	41201
ABR0019	ABR	102203	6/30/2013	CORBIS00	138.71	35	1	Y		0	0	0	41201
ABR0019	ABR	102204	6/30/2013	IMAGES00	3.59	35	1	Y		0	0	0	41201
ABR0019	ABR	102264	9/30/2013	IMAGES00	0.6	35	1	Y		0	0	0	41201
ABR0019	ABR	102313	12/31/2013	GETIMA00	100.64	35	1	N		0	0	0	41201
ABR0019	ABR	102353	3/31/2014	CORBIS00	4.97	35	1	Y		0	0	0	41201
ABR0019	ABR	102413	7/31/2014	GETIMA00	100.64	35	1	Y		0	0	0	41201
ABR0019	ABR	102425	8/31/2014	GETIMA00	3.5	35	1	Y		0	0	0	41201
ABR0019	ABR	102454	10/31/2014	GETIMA00	1.032	35	1	Y		0	0	0	41201
ABR0019	ABR	102549	5/31/2015	GETIMA00	0.424	35	1	Y		0	0	0	41201
ABR0020	ABR	101585	12/31/2010	ALAMYL00	152.29	35	1	Y		8	0	0	41201
ABR0020	ABR	101662	3/31/2011	IMAGES00	40	35	1	Y		8	0	0	41201
ABR0020	ABR	101696	12/31/2010	10408600	22.88	35	1	Y		0	0	0	41201
ABR0020	ABR	102110	2/28/2013	GETIMA00	53.6	35	1	Y		0	0	0	41201
ABR0020	ABR	102138	3/31/2013	GETIMA00	4.28	35	1	Y		0	0	0	41201
ABR0020	ABR	102560	7/31/2015	CORBIS00	1.07	35	1	Y		0	0	0	41201
ABR0020	ABR	301077	7/30/2012	10445101	3.71	35	1	Y	Royalty Free Media	10	0	N	41201
ABR0021	ABR	101732	5/31/2011	IMAGES00	22.5	35	1	Y		0	0	0	41201
ABR0022	ABR	101697	12/31/2010	10408600	66.06	35	1	Y		0	0	0	41201
ABR0022	ABR	102108	2/28/2013	CORBIS00	84	35	1	Y		0	0	0	41201
ABR0022	ABR	301077	7/30/2012	10445101	3.71	35	1	Y	Royalty Free Media	10	0	N	41201
ABR0024	ABR	102049	11/30/2012	CORBIS00	1.5	35	1	Y		0	0	0	41201
ABR0025	ABR	101696	12/31/2010	10408600	39.85	35	1	Y		0	0	0	41201
ABR0025	ABR	102203	6/30/2013	CORBIS00	1.5	35	1	Y		0	0	0	41201
ABR0025	ABR	102353	3/31/2014	CORBIS00	55.5	35	1	Y		0	0	0	41201
ABR0025	ABR	102576	8/31/2015	CORBIS00	2.05	35	1	Y		0	0	0	41201
ABR0025	ABR	102580	9/30/2015	CORBIS00	11.73	35	1	N		0	0	0	41201
ABS0001	ABS	102138	3/31/2013	GETIMA00	1.15	40	1	Y		0	0	0	41201
ABS0001	ABS	102138	3/31/2013	GETIMA00	2.5	40	1	Y		0	0	0	41201
ABS0001	ABS	102549	5/31/2015	GETIMA00	3.53568	40	1	Y		0	0	0	41201
ABS0002	ABS	102396	6/30/2014	CORBIS00	5.78	40	1	Y		0	0	0	41201
ABS0002	ABS	102396	6/30/2014	CORBIS00	7.75	40	1	Y		0	0	0	41201
ABS0003	ABS	102598	10/31/2015	CORBIS00	0.25	40	1	Y		0	0	0	41201
ABS0003	ABS	102616	12/31/2015	CORBIS00	1.8	40	1	Y		0	0	0	41201
ABS0004	ABS	102243	8/31/2013	GETIMA00	3	40	1	Y		0	0	0	41201
ABS0005	ABS	102206	6/30/2013	GETIMA00	1.97	40	1	Y		0	0	0	41201
ABS0005	ABS	102607	1/31/2016	PUBPER00	8	40	1	Y		0	0	0	41201
ABS0005	ABS	102614	11/30/2015	GETIMA00	0.412	40	1	N		0	0	0	41201
ABS0005	ABS	102669	9/30/2016	GETIMA00	2.28	40	1	Y		0	0	0	41201
ABS0007	ABS	102180	5/31/2013	GETIMA00	9.96	40	1	Y		0	0	0	41201
ABS0007	ABS	102610	9/30/2015	GETIMA00	1.18	40	1	Y		0	0	0	41201
ABS0008	ABS	102647	5/31/2016	GETIMA00	0.72	40	1	Y		0	0	0	41201
ABS0010	ABS	102138	3/31/2013	GETIMA00	1.15	40	1	Y		0	0	0	41201
ABS0010	ABS	102159	4/30/2013	GETIMA00	8.83	40	1	Y		0	0	0	41201
ACA0001	ACA	101730	5/31/2011	GETIMA00	98.42	40	1	Y		0	0	0	41201
ACA0001	ACA	101781	8/31/2011	GETIMA00	2	40	1	Y		0	0	0	41201
ACA0001	ACA	101789	9/30/2011	ALAMYL00	19.03	40	1	Y		0	0	0	41201
ACA0001	ACA	102180	5/31/2013	GETIMA00	12.23	40	1	Y		0	0	0	41201
ACA0001	ACA	102206	6/30/2013	GETIMA00	12.24	40	1	Y		0	0	0	41201
ACA0001	ACA	102561	6/30/2015	GETIMA00	0.48	40	1	Y		0	0	0	41201
ACA0002	ACA	101737	6/30/2011	ALAMYL00	47.2	40	1	Y		0	0	0	41201
ACA0002	ACA	102646	6/30/2016	GETIMA00	1.91	40	1	Y		0	0	0	41201
ACA0002	ACA	102652	7/31/2016	GETIMA00	1.448	40	1	Y		0	0	0	41201
ACA0005	ACA	102669	9/30/2016	GETIMA00	0.9	40	1	Y		0	0	0	41201
ACA0008	ACA	101576	11/30/2010	VEERCO00	131.44	40	1	Y		8	0	0	41201
ACA0008	ACA	101870	2/29/2012	INMAGI00	59.98	40	1	Y		0	0	0	41201
ACA0008	ACA	102574	8/31/2015	GETIMA00	1.57186	40	1	Y		0	0	0	41201
ACA0008	ACA	102574	8/31/2015	GETIMA00	1.57186	40	1	Y		0	0	0	41201
ACA0010	ACA	101879	2/29/2012	CORBIS00	3.74	40	1	Y		0	0	0	41201
ACH0003	ACH	101601	12/31/2010	CORBIS00	112.91	35	1	Y		8	0	0	41201
ACH0004	ACH	101602	12/31/2010	GETIMA00	13.64	35	1	Y		8	0	0	41201
ACH0005	ACH	101832	11/30/2011	GETIMA00	1.15	35	1	Y		0	0	0	41201
ACH0014	ACH	101729	5/31/2011	CORBIS00	2.21	35	1	Y		0	0	0	41201
ACH0018	ACH	102224	7/31/2013	CORBIS00	2.36	35	1	Y		0	0	0	41201
ACH0018	ACH	102396	6/30/2014	CORBIS00	2.66	35	1	Y		0	0	0	41201
ACH0025	ACH	101688	4/30/2011	CORBIS00	125.63	35	1	Y		8	0	0	41201
ACH0027	ACH	101747	6/30/2011	GETIMA00	50.4	35	1	Y		0	0	0	41201
ACH0029	ACH	102577	8/31/2015	ALAMYL00	35.76	35	1	Y		0	0	0	41201
ACH0029	ACH	102603	12/31/2015	ALAMYL00	3.66	35	1	N		0	0	0	41201
ACH0030	ACH	101579	11/30/2010	GETIMA00	71.25	35	1	Y		8	0	0	41201
ACH0030	ACH	101867	1/31/2012	GETIMA00	6.24	35	1	Y		0	0	0	41201
ACH0035	ACH	101832	11/30/2011	GETIMA00	132.17	35	1	Y		0	0	0	41201
ACH0035	ACH	102266	9/30/2013	GETIMA00	7.096	35	1	Y		0	0	0	41201
ACH0037	ACH	101412	5/18/2010	SUPSTO00	-186.35	35	1	Y		8	0	0	41201
ACH0037	ACH	101437	6/15/2010	SUPSTO00	136.99	35	1	Y		8	0	0	41201
ACH0037	ACH	101459	6/30/2010	PUBPER00	104.98	35	1	Y		8	0	0	41201
ACH0037	ACH	101464	6/30/2010	GETIMA00	72.27	35	1	Y		8	0	0	41201
ACH0037	ACH	101503	8/31/2010	GETIMA00	65	35	1	Y		8	0	0	41201
ACH0037	ACH	101530	9/30/2010	GETIMA00	25	35	1	Y		8	0	0	41201
ACH0037	ACH	101747	6/30/2011	GETIMA00	157.57	35	1	Y		0	0	0	41201
ACH0037	ACH	101757	7/31/2011	CORBIS00	4.29	35	1	Y		0	0	0	41201
ACH0037	ACH	101846	12/31/2011	CORBIS00	112.2	35	1	Y		0	0	0	41201
ACH0037	ACH	102011	9/30/2012	GETIMA00	130.26	35	1	Y		0	0	0	41201
ACH0037	ACH	102185	6/30/2013	INMAGI00	177.53	35	1	Y		0	0	0	41201
ACH0037	ACH	102243	8/31/2013	GETIMA00	1.3	35	1	Y		0	0	0	41201
ACO0001	ACO	101954	6/30/2012	GETIMA00	102.38	50	1	Y		0	0	0	41201
ACO0005	ACO	101747	6/30/2011	GETIMA00	98.04	50	1	Y		0	0	0	41201
ACO0006	ACO	101761	7/31/2011	GETIMA00	151.21	50	1	Y		0	0	0	41201
ACO0006	ACO	102108	2/28/2013	CORBIS00	83.54	50	1	Y		0	0	0	41201
ACO0008	ACO	101876	2/29/2012	GETIMA00	3.91	50	1	Y		0	0	0	41201
ACO0010	ACO	102108	2/28/2013	CORBIS00	122.72	50	1	Y		0	0	0	41201
ACO0011	ACO	102108	2/28/2013	CORBIS00	89.11	50	1	Y		0	0	0	41201
ACO0013	ACO	101781	8/31/2011	GETIMA00	91.12	50	1	Y		0	0	0	41201
ACO0013	ACO	102340	2/28/2014	GETIMA00	1.27208	50	1	Y		0	0	0	41201
ACO0014	ACO	101876	2/29/2012	GETIMA00	12.87	50	1	Y		0	0	0	41201
ACO0015	ACO	101954	6/30/2012	GETIMA00	12.55	50	1	Y		0	0	0	41201
ACO0015	ACO	101954	6/30/2012	GETIMA00	25.09	50	1	Y		0	0	0	41201
ACR0002	ACR	102031	10/31/2012	GETIMA00	54	35	1	Y		0	0	0	41201
ACR0003	ACR	102028	10/31/2012	CORBIS00	8.33	35	1	Y		0	0	0	41201
ACR0005	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	Y		8	0	0	41201
ACR0005	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
ACR0005	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
ACR0005	ACR	101727	5/31/2011	PUBPER00	19.6	35	1	Y		0	0	0	41201
ACR0005	ACR	101881	2/29/2012	IMAGES00	3.34	35	1	Y		0	0	0	41201
ACR0005	ACR	102630	3/31/2016	GETIMA00	2.39512	35	1	Y		0	0	0	41201
ACR0006	ACR	101652	2/28/2011	CORBIS00	24	35	1	Y		8	0	0	41201
ACR0006	ACR	101652	2/28/2011	CORBIS00	24	35	1	N		8	0	0	41201
ACR0006	ACR	101652	2/28/2011	CORBIS00	24	35	1	N		8	0	0	41201
ACR0006	ACR	101780	8/31/2011	IMAGES00	9.85	35	1	Y		0	0	0	41201
ACR0007	ACR	101641	2/28/2011	VEERCO00	10.5	35	1	Y		8	0	0	41201
ACR0007	ACR	101691	4/30/2011	GETIMA00	23.27	35	1	Y		8	0	0	41201
ACR0007	ACR	101879	2/29/2012	CORBIS00	8.93	35	1	Y		0	0	0	41201
ACR0007	ACR	102364	4/30/2014	GETIMA00	14.96	35	1	Y		0	0	0	41201
ACR0008	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	Y		8	0	0	41201
ACR0008	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
ACR0008	ACR	101652	2/28/2011	CORBIS00	28.8	35	1	N		8	0	0	41201
ACR0009	ACR	101862	1/31/2012	CORBIS00	3.87	35	1	Y		0	0	0	41201
ACR0009	ACR	102495	3/31/2015	CORBIS00	33.75	35	1	Y		0	0	0	41201
ACR0010	ACR	102072	12/31/2012	CORBIS00	1.3	35	1	Y		0	0	0	41201
ACR0010	ACR	102396	6/30/2014	CORBIS00	3.56	35	1	Y		0	0	0	41201
ACR0010	ACR	102533	4/30/2015	CORBIS00	1.12	35	1	Y		0	0	0	41201
ACR0012	ACR	101688	4/30/2011	CORBIS00	38.81	35	1	Y		8	0	0	41201
ACR0012	ACR	101949	6/30/2012	CORBIS00	-38.81	35	1	Y		0	0	0	41201
ACR0014	ACR	102468	12/31/2014	CORBIS00	18.48	35	1	Y		0	0	0	41201
ACR0015	ACR	101772	8/31/2011	CORBIS00	3.03	35	1	Y		0	0	0	41201
ACR0015	ACR	101923	5/31/2012	CORBIS00	1.3	35	1	Y		0	0	0	41201
ACR0015	ACR	102161	4/30/2013	CORBIS00	114	35	1	Y		0	0	0	41201
